# Time	Temperature [K]	Pressure [Pa]
0.00739	2660	5.06625e+06
0.0074	2660	5.06625e+06
0.00741	2660	5.06625e+06
0.00742	2660	5.06625e+06
0.00743	2660	5.06625e+06
0.00744	2660	5.06625e+06
0.00745	2660	5.06625e+06
0.00746	2660	5.06625e+06
0.00747	2660	5.06625e+06
0.00748	2660	5.06625e+06
0.00749	2660	5.06625e+06
0.0075	2660	5.06625e+06
0.00751	2660	5.06625e+06
0.00752	2660	5.06625e+06
0.00753	2660	5.06625e+06
0.00754	2660	5.06625e+06
0.00755	2660	5.06625e+06
0.00756	2660	5.06625e+06
0.00757	2660	5.06625e+06
0.00758	2660	5.06625e+06
0.00759	2660	5.06625e+06
0.0076	2660	5.06625e+06
0.00761	2660	5.06625e+06
0.00762	2660	5.06625e+06
0.00763	2660	5.06625e+06
0.00764	2660	5.06625e+06
0.00765	2660	5.06625e+06
0.00766	2660	5.06625e+06
0.00767	2660	5.06625e+06
0.00768	2660	5.06625e+06
0.00769	2660	5.06625e+06
0.0077	2660	5.06625e+06
0.00771	2660	5.06625e+06
0.00772	2660	5.06625e+06
0.00773	2660	5.06625e+06
0.00774	2660	5.06625e+06
0.00775	2660	5.06625e+06
0.00776	2660	5.06625e+06
0.00777	2660	5.06625e+06
0.00778	2660	5.06625e+06
0.00779	2660	5.06625e+06
0.0078	2660	5.06625e+06
0.00781	2660	5.06625e+06
0.00782	2660	5.06625e+06
0.00783	2660	5.06625e+06
0.00784	2660	5.06625e+06
0.00785	2660	5.06625e+06
0.00786	2660	5.06625e+06
0.00787	2660	5.06625e+06
0.00788	2660	5.06625e+06
0.00789	2660	5.06625e+06
0.0079	2660	5.06625e+06
0.00791	2660	5.06625e+06
0.00792	2660	5.06625e+06
0.00793	2660	5.06625e+06
0.00794	2660	5.06625e+06
0.00795	2660	5.06625e+06
0.00796	2660	5.06625e+06
0.00797	2660	5.06625e+06
0.00798	2660	5.06625e+06
0.00799	2660	5.06625e+06
0.008	2660	5.06625e+06
0.00801	2660	5.06625e+06
0.00802	2660	5.06625e+06
0.00803	2660	5.06625e+06
0.00804	2660	5.06625e+06
0.00805	2660	5.06625e+06
0.00806	2660	5.06625e+06
0.00807	2660	5.06625e+06
0.00808	2660	5.06625e+06
0.00809	2660	5.06625e+06
0.0081	2660	5.06625e+06
0.00811	2660	5.06625e+06
0.00812	2660	5.06625e+06
0.00813	2660	5.06625e+06
0.00814	2660	5.06625e+06
0.00815	2660	5.06625e+06
0.00816	2660	5.06625e+06
0.00817	2660	5.06625e+06
0.00818	2660	5.06625e+06
0.00819	2660	5.06625e+06
0.0082	2660	5.06625e+06
0.00821	2660	5.06625e+06
0.00822	2660	5.06625e+06
0.00823	2660	5.06625e+06
0.00824	2660	5.06625e+06
0.00825	2660	5.06625e+06
0.00826	2660	5.06625e+06
0.00827	2660	5.06625e+06
0.00828	2660	5.06625e+06
0.00829	2660	5.06625e+06
0.0083	2660	5.06625e+06
0.00831	2660	5.06625e+06
0.00832	2660	5.06625e+06
0.00833	2660	5.06625e+06
0.00834	2660	5.06625e+06
0.00835	2660	5.06625e+06
0.00836	2660	5.06625e+06
0.00837	2660	5.06625e+06
0.00838	2660	5.06625e+06
0.00839	2660	5.06625e+06
0.0084	2660	5.06625e+06
0.00841	2660	5.06625e+06
0.00842	2660	5.06625e+06
0.00843	2660	5.06625e+06
0.00844	2660	5.06625e+06
0.00845	2660	5.06625e+06
0.00846	2660	5.06625e+06
0.00847	2660	5.06625e+06
0.00848	2660	5.06625e+06
0.00849	2660	5.06625e+06
0.0085	2660	5.06625e+06
0.00851	2660	5.06625e+06
0.00852	2660	5.06625e+06
0.00853	2660	5.06625e+06
0.00854	2660	5.06625e+06
0.00855	2660	5.06625e+06
0.00856	2660	5.06625e+06
0.00857	2660	5.06625e+06
0.00858	2660	5.06625e+06
0.00859	2660	5.06625e+06
0.0086	2660	5.06625e+06
0.00861	2660	5.06625e+06
0.00862	2660	5.06625e+06
0.00863	2660	5.06625e+06
0.00864	2660	5.06625e+06
0.00865	2660	5.06625e+06
0.00866	2660	5.06625e+06
0.00867	2660	5.06625e+06
0.00868	2660	5.06625e+06
0.00869	2660	5.06625e+06
0.0087	2660	5.06625e+06
0.00871	2660	5.06625e+06
0.00872	2660	5.06625e+06
0.00873	2660	5.06625e+06
0.00874	2660	5.06625e+06
0.00875	2660	5.06625e+06
0.00876	2660	5.06625e+06
0.00877	2660	5.06625e+06
0.00878	2660	5.06625e+06
0.00879	2660	5.06625e+06
0.0088	2660	5.06625e+06
0.00881	2660	5.06625e+06
0.00882	2660	5.06625e+06
0.00883	2660	5.06625e+06
0.00884	2660	5.06625e+06
0.00885	2660	5.06625e+06
0.00886	2660	5.06625e+06
0.00887	2660	5.06625e+06
0.00888	2660	5.06625e+06
0.00889	2660	5.06625e+06
0.0089	2660	5.06625e+06
0.00891	2660	5.06625e+06
0.00892	2660	5.06625e+06
0.00893	2660	5.06625e+06
0.00894	2660	5.06625e+06
0.00895	2660	5.06625e+06
0.00896	2660	5.06625e+06
0.00897	2660	5.06625e+06
0.00898	2660	5.06625e+06
0.00899	2660	5.06625e+06
0.009	2660	5.06625e+06
0.00901	2660	5.06625e+06
0.00902	2660	5.06625e+06
0.00903	2660	5.06625e+06
0.00904	2660	5.06625e+06
0.00905	2660	5.06625e+06
0.00906	2660	5.06625e+06
0.00907	2660	5.06625e+06
0.00908	2660	5.06625e+06
0.00909	2660	5.06625e+06
0.0091	2660	5.06625e+06
0.00911	2660	5.06625e+06
0.00912	2660	5.06625e+06
0.00913	2660	5.06625e+06
0.00914	2660	5.06625e+06
0.00915	2660	5.06625e+06
0.00916	2660	5.06625e+06
0.00917	2660	5.06625e+06
0.00918	2660	5.06625e+06
0.00919	2660	5.06625e+06
0.0092	2660	5.06625e+06
0.00921	2660	5.06625e+06
0.00922	2660	5.06625e+06
0.00923	2660	5.06625e+06
0.00924	2660	5.06625e+06
0.00925	2660	5.06625e+06
0.00926	2660	5.06625e+06
0.00927	2660	5.06625e+06
0.00928	2660	5.06625e+06
0.00929	2660	5.06625e+06
0.0093	2660	5.06625e+06
0.00931	2660	5.06625e+06
0.00932	2660	5.06625e+06
0.00933	2660	5.06625e+06
0.00934	2660	5.06625e+06
0.00935	2660	5.06625e+06
0.00936	2660	5.06625e+06
0.00937	2660	5.06625e+06
0.00938	2660	5.06625e+06
0.00939	2660	5.06625e+06
0.0094	2660	5.06625e+06
0.00941	2660	5.06625e+06
0.00942	2660	5.06625e+06
0.00943	2660	5.06625e+06
0.00944	2660	5.06625e+06
0.00945	2660	5.06625e+06
0.00946	2660	5.06625e+06
0.00947	2660	5.06625e+06
0.00948	2660	5.06625e+06
0.00949	2660	5.06625e+06
0.0095	2660	5.06625e+06
0.00951	2660	5.06625e+06
0.00952	2660	5.06625e+06
0.00953	2660	5.06625e+06
0.00954	2660	5.06625e+06
0.00955	2660	5.06625e+06
0.00956	2660	5.06625e+06
0.00957	2660	5.06625e+06
0.00958	2660	5.06625e+06
0.00959	2660	5.06625e+06
0.0096	2660	5.06625e+06
0.00961	2660	5.06625e+06
0.00962	2660	5.06625e+06
0.00963	2660	5.06625e+06
0.00964	2660	5.06625e+06
0.00965	2660	5.06625e+06
0.00966	2660	5.06625e+06
0.00967	2660	5.06625e+06
0.00968	2660	5.06625e+06
0.00969	2660	5.06625e+06
0.0097	2660	5.06625e+06
0.00971	2660	5.06625e+06
0.00972	2660	5.06625e+06
0.00973	2660	5.06625e+06
0.00974	2660	5.06625e+06
0.00975	2660	5.06625e+06
0.00976	2660	5.06625e+06
0.00977	2660	5.06625e+06
0.00978	2660	5.06625e+06
0.00979	2660	5.06625e+06
0.0098	2660	5.06625e+06
0.00981	2660	5.06625e+06
0.00982	2660	5.06625e+06
0.00983	2660	5.06625e+06
0.00984	2660	5.06625e+06
0.00985	2660	5.06625e+06
0.00986	2660	5.06625e+06
0.00987	2660	5.06625e+06
0.00988	2660	5.06625e+06
0.00989	2660	5.06625e+06
0.0099	2660	5.06625e+06
0.00991	2660	5.06625e+06
0.00992	2660	5.06625e+06
0.00993	2660	5.06625e+06
0.00994	2660	5.06625e+06
0.00995	2660	5.06625e+06
0.00996	2660	5.06625e+06
0.00997	2660	5.06625e+06
0.00998	2660	5.06625e+06
0.00999	2660	5.06625e+06
0.01	2660	5.06625e+06
